month,agent,A_prev,A_curr,labor_net,transfer,consumption,W_resources,residual,viol_C_neg,viol_C_gt_W,viol_resid
192,18,3426.5605018737206,11682.035669369741,3818.3877979497975,0.0,0.0,7244.948299823518,-4437.087369546223,0.0,0.0,1.0
193,18,11682.035669369741,9774.768106153686,3824.084544889405,0.0,9774.768106153686,15506.120214259146,-4043.4159980482254,0.0,0.0,1.0
194,18,9774.768106153686,18392.76098410568,3859.125296982278,0.0,0.0,13633.893403135964,-4758.867580969716,0.0,0.0,1.0
195,18,18392.76098410568,10584.9384481194,3886.526004052193,0.0,15877.407672179095,22279.286988157874,-4183.059132140621,0.0,0.0,1.0
196,18,10584.9384481194,6593.460498584625,0.0,0.0,8391.676998198616,10584.9384481194,-4400.199048663842,0.0,0.0,1.0
197,18,6593.460498584625,5452.294864849451,0.0,0.0,6400.520058736312,6593.460498584625,-5259.354425001138,0.0,0.0,1.0
198,18,5452.294864849451,4714.6368881411245,0.0,0.0,6000.44694854325,5452.294864849451,-5262.788971834923,0.0,1.0,1.0
199,18,4714.6368881411245,5918.888560898801,3962.7066186032234,0.0,7533.130895689385,8677.343506744348,-4774.675949843839,0.0,0.0,1.0
200,18,5918.888560898801,5785.506329297317,3977.966677170797,0.0,8678.259493945974,9896.855238069598,-4566.910585173693,0.0,0.0,1.0
201,18,5785.506329297317,14457.719894307067,4011.2433554521604,0.0,0.0,9796.749684749477,-4660.97020955759,0.0,0.0,1.0
202,18,14457.719894307067,6962.854561972903,4024.4906407799185,0.0,16246.660644603444,18482.210535086986,-4727.304671489361,0.0,0.0,1.0
203,18,6962.854561972903,3792.8519660229304,0.0,0.0,8849.987920720176,6962.854561972903,-5679.985324770203,0.0,1.0,1.0
204,18,3792.8519660229304,3987.5448176116042,4096.324583792986,0.0,8473.532737424659,7889.176549815917,-4571.901005220347,0.0,1.0,1.0
205,18,3987.5448176116042,13232.560083585453,4100.085989254941,0.0,0.0,8087.630806866545,-5144.929276718908,0.0,0.0,1.0
206,18,13232.560083585453,6323.262157819698,4122.414671977974,0.0,14754.278368245969,17354.974755563428,-3722.5657705022386,0.0,0.0,1.0
207,18,6323.262157819698,4763.04471259296,4126.807033513594,0.0,10121.470014260045,10450.069191333292,-4434.445535519713,0.0,0.0,1.0
208,18,4763.04471259296,3999.419956576121,4124.3761480029225,0.0,9331.979898677617,8887.420860595883,-4443.978994657855,0.0,1.0,1.0
209,18,3999.419956576121,3788.0049657759246,4116.923807198067,0.0,8049.510552273841,8116.343763774188,-3721.1717542755778,0.0,0.0,1.0
210,18,3788.0049657759246,2088.781071290884,0.0,0.0,6614.473392421133,3788.0049657759246,-4915.249497936093,0.0,1.0,1.0
211,18,2088.781071290884,2109.6328626770783,0.0,0.0,4922.47667957985,2088.781071290884,-4943.328470966044,0.0,1.0,1.0
212,18,2109.6328626770783,1591.5170674254696,0.0,0.0,5039.804046847319,2109.6328626770783,-4521.68825159571,0.0,1.0,1.0
213,18,1591.5170674254696,2990.4187455318097,4065.007106816058,0.0,6354.6398342550965,5656.524174241527,-3688.534405545379,0.0,1.0,1.0
214,18,2990.4187455318097,2731.318881198393,4056.794797029868,0.0,8649.176457128244,7047.213542561678,-4333.281795764959,0.0,1.0,1.0
215,18,2731.318881198393,1939.745752460327,0.0,0.0,5520.814833925546,2731.318881198393,-4729.24170518748,0.0,1.0,1.0
216,18,1939.745752460327,3446.3885978689314,3998.8164036939384,0.0,7040.31366289562,5938.562156154265,-4548.1401046102865,0.0,1.0,1.0
217,18,3446.3885978689314,2464.6151655979074,3961.609546571249,0.0,7804.614691060041,7407.99814444018,-2861.2317122177683,0.0,1.0,1.0
218,18,2464.6151655979074,1996.785829401917,0.0,0.0,4659.1669352711415,2464.6151655979074,-4191.337599075151,0.0,1.0,1.0
219,18,1996.785829401917,2258.5041989853435,3893.6745216105182,0.0,7151.929963453587,5890.460351012435,-3519.9738114264956,0.0,1.0,1.0
220,18,2258.5041989853435,1422.3974074921607,0.0,0.0,5689.589629968644,2258.5041989853435,-4853.482838475461,0.0,1.0,1.0
221,18,1422.3974074921607,2095.5672408259197,3838.6751923983793,0.0,6635.962929282081,5261.07259989054,-3470.4575702174607,0.0,1.0,1.0
222,18,2095.5672408259197,3020.761683611013,3803.1739388749143,0.0,7048.4439284257,5898.7411797008335,-4170.464432335879,0.0,1.0,1.0
223,18,3020.761683611013,1983.7430532385724,3768.869305958969,0.0,7934.972212954292,6789.6309895699815,-3129.0842766228834,0.0,1.0,1.0
224,18,1983.7430532385724,1532.5016197584691,0.0,0.0,4852.921795901818,1983.7430532385724,-4401.680362421715,0.0,1.0,1.0
225,18,1532.5016197584691,1773.911469406712,0.0,0.0,4139.126761948995,1532.5016197584691,-4380.536611597238,0.0,1.0,1.0
226,18,1773.911469406712,1259.0666112255767,0.0,0.0,3987.0442688809935,1773.911469406712,-3472.199410699858,0.0,1.0,1.0
227,18,1259.0666112255767,2728.819387655735,3606.9080341641807,0.0,6367.245237863385,4865.974645389757,-4230.0899801293635,0.0,1.0,1.0
228,18,2728.819387655735,3279.6348517443494,3583.173340423215,0.0,6969.224059956745,6311.992728078951,-3936.8661836221436,0.0,1.0,1.0
229,18,3279.6348517443494,2468.1497303485585,3536.7116058553065,0.0,7815.807479437103,6816.346457599656,-3467.610752186006,0.0,1.0,1.0
230,18,2468.1497303485585,2831.209060382048,3518.5798155862694,0.0,6606.15447422478,5986.729545934828,-3450.6339886719998,0.0,1.0,1.0
231,18,2831.209060382048,2819.0422539737883,3492.8742420423746,0.0,6577.765259272173,6324.083302424422,-3072.7242108215396,0.0,1.0,1.0
232,18,2819.0422539737883,2332.021028158474,3444.5469915729996,0.0,7384.733255835169,6263.589245546787,-3453.1650384468558,0.0,1.0,1.0
233,18,2332.021028158474,2687.846473210441,3443.6903267338644,0.0,6271.641770824365,5775.711354892339,-3183.7768891424676,0.0,1.0,1.0
234,18,2687.846473210441,2134.5609304343807,3432.235877532258,0.0,6759.442946375538,6120.082350742699,-2773.921526067219,0.0,1.0,1.0
235,18,2134.5609304343807,1707.490329796156,0.0,0.0,3984.1441028576987,2134.5609304343807,-3557.073502219474,0.0,1.0,1.0
236,18,1707.490329796156,2507.656958729618,3365.0241477458485,0.0,5851.199570369112,5072.514477542005,-3286.342051556725,0.0,1.0,1.0
237,18,2507.656958729618,1268.2231784383785,0.0,0.0,5072.8927137535175,2507.656958729618,-3833.458933462278,0.0,1.0,1.0
238,18,1268.2231784383785,1770.0531621237533,3307.680371476,0.0,5605.168346725219,4575.903549914378,-2799.3179589345937,0.0,1.0,1.0
239,18,1770.0531621237533,1696.315825264328,3289.4572768865014,0.0,6785.263301057315,5059.510439010255,-3422.068687311388,0.0,1.0,1.0
240,18,1696.315825264328,978.4589551712047,0.0,0.0,3913.8358206848193,1696.315825264328,-3195.978950591696,0.0,1.0,1.0
1,19,5068.222290290587,5068.222290290587,4607.1917873611765,0.0,5068.222290290587,9675.414077651763,-461.03050292941043,0.0,0.0,1.0
2,19,5068.222290290587,4628.142576188413,4572.891117002544,0.0,9834.80297440038,9641.11340729313,-4821.832143295662,0.0,1.0,1.0
3,19,4628.142576188413,3388.3106700553417,4552.740084063563,0.0,10729.650455175246,9180.882660251977,-4937.078464978611,0.0,1.0,1.0
4,19,3388.3106700553417,3149.1428427077044,4550.548289157237,0.0,8962.94501386039,7938.858959212579,-4173.228897355515,0.0,1.0,1.0
5,19,3149.1428427077044,2829.7723470576875,4549.121515114748,0.0,8960.94576568268,7698.264357822452,-4092.453754917915,0.0,1.0,1.0
6,19,2829.7723470576875,2039.598565248717,0.0,0.0,5805.011301092503,2829.7723470576875,-5014.837519283533,0.0,1.0,1.0
7,19,2039.598565248717,3397.2546737997,4550.881934420203,0.0,7219.166181824363,6590.48049966892,-4025.940355955143,0.0,1.0,1.0
8,19,3397.2546737997,2460.6272645872223,0.0,0.0,5741.4636173701865,3397.2546737997,-4804.836208157709,0.0,1.0,1.0
9,19,2460.6272645872223,2265.2711202776745,0.0,0.0,4813.701130590059,2460.6272645872223,-4618.344986280511,0.0,1.0,1.0
10,19,2265.2711202776745,1973.9632477446976,0.0,0.0,4605.91424473763,2265.2711202776745,-4314.606372204653,0.0,1.0,1.0
11,19,1973.9632477446976,2704.095770801132,4528.072670778621,0.0,8562.969940870253,6502.035918523318,-4765.029793148066,0.0,1.0,1.0
12,19,2704.095770801132,2542.4032842763036,0.0,0.0,5245.249494259365,2704.095770801132,-5083.5570077345365,0.0,1.0,1.0
13,19,2542.4032842763036,3520.170288241621,4535.104195218458,0.0,8213.730672563786,7077.507479494761,-4656.393481310646,0.0,1.0,1.0
14,19,3520.170288241621,2906.5707043543753,0.0,0.0,6176.46274675305,3520.170288241621,-5562.863162865804,0.0,1.0,1.0
15,19,2906.5707043543753,8538.121340042977,0.0,0.0,0.0,2906.5707043543753,-5631.550635688602,0.0,0.0,1.0
16,19,8538.121340042977,18047.428503957635,4576.439459949281,0.0,0.0,13114.560799992258,-4932.867703965378,0.0,0.0,1.0
17,19,18047.428503957635,6546.888509618642,4604.260675367713,0.0,20731.813613792372,22651.68917932535,-4627.012944085665,0.0,0.0,1.0
18,19,6546.888509618642,5003.441886090031,4616.7939512051535,0.0,11674.697734210078,11163.682460823795,-5514.457159476315,0.0,1.0,1.0
19,19,5003.441886090031,4593.656542100145,4629.504501664363,0.0,9761.520151962808,9632.946387754393,-4722.23030630856,0.0,1.0,1.0
20,19,4593.656542100145,4232.183130617965,4654.700165063187,0.0,9875.093971441924,9248.356707163333,-4858.920394896555,0.0,1.0,1.0
21,19,4232.183130617965,4497.3563818521325,4697.555320347951,0.0,9556.882311435784,8929.738450965917,-5124.500242321999,0.0,1.0,1.0
22,19,4497.3563818521325,4186.733632264839,4709.46843031813,0.0,9769.045141951292,9206.824812170264,-4748.953962045867,0.0,1.0,1.0
23,19,4186.733632264839,14532.646552014314,4749.493683829398,0.0,0.0,8936.227316094237,-5596.419235920077,0.0,0.0,1.0
24,19,14532.646552014314,7679.524007248197,4776.1930405074245,0.0,17396.979951694946,19308.839592521737,-5767.664366421406,0.0,0.0,1.0
25,19,7679.524007248197,5778.2948328007315,4778.983111938999,0.0,12278.876519701555,12458.507119187198,-5598.6642333150885,0.0,0.0,1.0
26,19,5778.2948328007315,4828.769024441473,4799.02952585187,0.0,11267.127723696776,10577.3243586526,-5518.572389485649,0.0,1.0,1.0
27,19,4828.769024441473,4775.337766481223,4837.297296755584,0.0,10147.592753772604,9666.066321197057,-5256.86419905677,0.0,1.0,1.0
28,19,4775.337766481223,5207.049613441277,4877.721843859891,0.0,9256.977090562272,9653.059610341115,-4810.967093662433,0.0,0.0,1.0
29,19,5207.049613441277,15602.098073872741,4909.008908640497,0.0,0.0,10116.058522081774,-5486.039551790967,0.0,0.0,1.0
30,19,15602.098073872741,25695.02948835785,4938.458304206269,0.0,0.0,20540.55637807901,-5154.473110278839,0.0,0.0,1.0
31,19,25695.02948835785,10819.261913030074,4943.436775437304,0.0,25244.944463736843,30638.466263795155,-5425.740112971762,0.0,0.0,1.0
32,19,10819.261913030074,16549.358818234483,0.0,0.0,0.0,10819.261913030074,-5730.096905204409,0.0,0.0,1.0
33,19,16549.358818234483,7874.361108307465,4984.62513974263,0.0,18373.50925271742,21533.983957977114,-4713.886403047771,0.0,0.0,1.0
34,19,7874.361108307465,5968.770207549414,4985.409472987397,0.0,12683.636691042508,12859.770581294862,-5792.63631729706,0.0,0.0,1.0
35,19,5968.770207549414,4919.089606876576,4996.161489844479,0.0,11477.87574937868,10964.931697393893,-5432.033658861363,0.0,1.0,1.0
36,19,4919.089606876576,4796.579886621794,5003.105528456059,0.0,10192.732259071312,9922.195135332635,-5067.117010360471,0.0,1.0,1.0
37,19,4796.579886621794,4483.815095625998,5012.641545474332,0.0,10462.235223127333,9809.221432096125,-5136.828886657206,0.0,1.0,1.0
38,19,4483.815095625998,4725.3769599617135,5012.870707588653,0.0,10041.426039918644,9496.685803214652,-5270.117196665706,0.0,1.0,1.0
39,19,4725.3769599617135,4658.756465101307,5012.365730901384,0.0,10870.431751903054,9737.742690863099,-5791.445526141262,0.0,1.0,1.0
40,19,4658.756465101307,3383.4809858603167,5009.660639588077,0.0,10714.356455224333,9668.417104689384,-4429.420336395266,0.0,1.0,1.0
41,19,3383.4809858603167,2460.7494119645144,5008.223583315586,0.0,9842.99764785806,8391.704569175903,-3912.0424906466706,0.0,1.0,1.0
42,19,2460.7494119645144,3008.910854370477,4998.603681427647,0.0,9528.217705506513,7459.353093392161,-5077.775466484829,0.0,1.0,1.0
43,19,3008.910854370477,3235.492976622567,4981.394289487868,0.0,9208.710779618077,7990.305143858345,-4453.898612382299,0.0,1.0,1.0
44,19,3235.492976622567,4068.5979491882954,4967.2831252515225,0.0,8645.770642025132,8202.77610187409,-4511.5924893393385,0.0,1.0,1.0
45,19,4068.5979491882954,3036.4731318220274,4919.775714893699,0.0,10765.67746736901,8988.373664081995,-4813.776935109043,0.0,1.0,1.0
46,19,3036.4731318220274,2878.505837362176,4861.584722199109,0.0,9115.268484980224,7898.057854021136,-4095.716468321264,0.0,1.0,1.0
47,19,2878.505837362176,3343.315247713598,4790.516247986862,0.0,7801.068911331732,7669.022085349038,-3475.362073696292,0.0,1.0,1.0
48,19,3343.315247713598,1702.1294523489037,0.0,0.0,6713.949637418025,3343.315247713598,-5072.763842053331,0.0,1.0,1.0
49,19,1702.1294523489037,1816.6062773384974,0.0,0.0,5752.586544905243,1702.1294523489037,-5867.063369894837,0.0,1.0,1.0
50,19,1816.6062773384974,1216.7216287223573,0.0,0.0,4866.886514889428,1816.6062773384974,-4267.001866273288,0.0,1.0,1.0
51,19,1216.7216287223573,2422.653735781103,4690.45265354197,0.0,7671.736829973492,5907.174282264327,-4187.216283490267,0.0,1.0,1.0
52,19,2422.653735781103,3755.3247743954253,4678.597737316937,0.0,7980.065145590281,7101.25147309804,-4634.138446887666,0.0,1.0,1.0
53,19,3755.3247743954253,3701.774348707515,4632.5619997713775,0.0,8637.47348031754,8387.886774166804,-3951.361054858251,0.0,1.0,1.0
54,19,3701.774348707515,1961.976510251814,0.0,0.0,6212.925615797413,3701.774348707515,-4473.127777341712,0.0,1.0,1.0
55,19,1961.976510251814,3306.5549835118427,4581.700248629088,0.0,7715.294961527635,6543.676758880902,-4478.173186158576,0.0,1.0,1.0
56,19,3306.5549835118427,2259.0513934856845,4578.819996219635,0.0,9036.205573942736,7885.374979731478,-3409.881987696943,0.0,1.0,1.0
57,19,2259.0513934856845,1864.1095092179658,0.0,0.0,5903.013445856892,2259.0513934856845,-5508.071561589173,0.0,1.0,1.0
58,19,1864.1095092179658,3060.48511072795,4526.150475850964,0.0,7141.131925031885,6390.259985068929,-3811.3570506909055,0.0,1.0,1.0
59,19,3060.48511072795,1443.3782687491785,0.0,0.0,5773.513074996717,3060.48511072795,-4156.406233017945,0.0,1.0,1.0
60,19,1443.3782687491785,1770.6814525795626,0.0,0.0,4131.59005601898,1443.3782687491785,-4458.893239849364,0.0,1.0,1.0
61,19,1770.6814525795626,2455.3164743713087,4433.812403201573,0.0,7775.168835509144,6204.493855781136,-4025.991454099317,0.0,1.0,1.0
62,19,2455.3164743713087,2070.011758034556,4403.615591012342,0.0,8280.047032138224,6858.93206538365,-3491.126724789129,0.0,1.0,1.0
63,19,2070.011758034556,2511.4979893877126,4382.304692048012,0.0,7953.076966394424,6452.316450082568,-4012.2585056995686,0.0,1.0,1.0
64,19,2511.4979893877126,2101.1631467368807,0.0,0.0,4902.714009052723,2511.4979893877126,-4492.379166401891,0.0,1.0,1.0
65,19,2101.1631467368807,3064.714031112396,4368.448522212525,0.0,7150.9994059289265,6469.611668949406,-3746.1017680919167,0.0,1.0,1.0
66,19,3064.714031112396,3435.0942980156233,4368.8048344230165,0.0,7299.5753832832,7433.518865535412,-3301.1508157634107,0.0,0.0,1.0
67,19,3435.0942980156233,3724.2423112945,4366.166788003267,0.0,8689.898726353835,7801.261086018891,-4612.879951629444,0.0,1.0,1.0
68,19,3724.2423112945,3724.173901984297,4366.675919654149,0.0,7913.869541716635,8090.918230948649,-3547.125212752283,0.0,0.0,1.0
69,19,3724.173901984297,3745.1099611913305,4381.157664860152,0.0,8738.58990944644,8105.331566844449,-4378.3683037933215,0.0,1.0,1.0
70,19,3745.1099611913305,2550.1584353922754,0.0,0.0,5419.086675208588,3745.1099611913305,-4224.1351494095325,0.0,1.0,1.0
71,19,2550.1584353922754,3456.8296714222215,4393.400284855653,0.0,8065.935899985185,6943.558720247928,-4579.206851159478,0.0,1.0,1.0
72,19,3456.8296714222215,3605.0971283950203,4407.661571383656,0.0,8411.89329958838,7864.491242805878,-4152.499185177523,0.0,1.0,1.0
73,19,3605.0971283950203,4216.529986195263,4432.1154676983015,0.0,8960.126220664937,8037.212596093322,-5139.443610766878,0.0,1.0,1.0
74,19,4216.529986195263,2938.255940682603,0.0,0.0,6855.93052825941,4216.529986195263,-5577.65648274675,0.0,1.0,1.0
75,19,2938.255940682603,4371.16962621019,4474.509265852619,0.0,7770.968224373671,7412.765206535222,-4729.372644048638,0.0,1.0,1.0
76,19,4371.16962621019,4126.81424115606,4533.355511465088,0.0,9629.233229364141,8904.525137675279,-4851.522332844923,0.0,1.0,1.0
77,19,4126.81424115606,4416.964216680952,4569.969921843285,0.0,9386.048960447022,8696.784162999345,-5106.2290141286285,0.0,1.0,1.0
78,19,4416.964216680952,4143.922903380137,4579.8575462268245,0.0,9669.15344122032,8996.821762907777,-4816.2545816926795,0.0,1.0,1.0
79,19,4143.922903380137,13427.220168528855,4592.15842719202,0.0,0.0,8736.081330572157,-4691.138837956698,0.0,0.0,1.0
80,19,13427.220168528855,22911.104823520378,4628.854456695162,0.0,0.0,18056.074625224017,-4855.030198296361,0.0,0.0,1.0
81,19,22911.104823520378,9765.523061272641,4689.001290729407,0.0,22786.220476302835,27600.106114249786,-4951.63742332569,0.0,0.0,1.0
82,19,9765.523061272641,6226.247053169405,4747.069674576139,0.0,13230.774987984987,14512.592735848779,-4944.4293053056135,0.0,0.0,1.0
83,19,6226.247053169405,16208.745149070332,4805.831517875479,0.0,0.0,11032.078571044884,-5176.666578025448,0.0,0.0,1.0
84,19,16208.745149070332,26383.7503202249,4828.03612848876,0.0,0.0,21036.781277559094,-5346.969042665805,0.0,0.0,1.0
85,19,26383.7503202249,16231.170364719605,4891.370069186921,0.0,20657.85319146132,31275.12038941182,-5613.903166769105,0.0,0.0,1.0
86,19,16231.170364719605,10571.280324316509,4927.66889234714,0.0,15856.92048647476,21158.839257066746,-5269.361553724524,0.0,0.0,1.0
87,19,10571.280324316509,9178.793562738118,4937.437162614816,0.0,11682.100898030336,15508.717486931324,-5352.1769738371295,0.0,0.0,1.0
88,19,9178.793562738118,7964.566146167324,5015.067573582975,0.0,11946.849219250986,14193.861136321091,-5717.554229097219,0.0,0.0,1.0
89,19,7964.566146167324,7990.88791963788,5023.533546473765,0.0,10170.220988630033,12988.09969264109,-5173.009215626824,0.0,0.0,1.0
90,19,7990.88791963788,18453.12233040911,5049.470871229217,0.0,0.0,13040.358790867096,-5412.763539542015,0.0,0.0,1.0
91,19,18453.12233040911,29073.36318410589,5063.018587527847,0.0,0.0,23516.14091793696,-5557.22226616893,0.0,0.0,1.0
92,19,29073.36318410589,15870.510446509503,5107.390528078548,0.0,23805.765669764256,34180.753712184436,-5495.522404089323,0.0,0.0,1.0
93,19,15870.510446509503,11820.610876654739,5117.5331331594025,0.0,15044.413843015123,20988.043579668905,-5876.981140000957,0.0,0.0,1.0
94,19,11820.610876654739,8185.912260034662,5158.342678275298,0.0,14552.732906728286,16978.953554930034,-5759.691611832914,0.0,0.0,1.0
95,19,8185.912260034662,6076.005762528961,5175.250676797426,0.0,12911.512245374042,13361.162936832088,-5626.355071070915,0.0,0.0,1.0
96,19,6076.005762528961,3996.2093006106,0.0,0.0,9142.682364949587,6076.005762528961,-7062.885903031227,0.0,1.0,1.0
97,19,3996.2093006106,5001.104571708343,5237.184321522536,0.0,10627.347214880232,9233.393622133137,-6395.058164455439,0.0,1.0,1.0
98,19,5001.104571708343,4933.554164062194,5254.361486977795,0.0,11511.62638281179,10255.46605868614,-6189.714488187845,0.0,1.0,1.0
99,19,4933.554164062194,5110.774610108536,5292.661925137391,0.0,10860.396046480639,10226.216089199585,-5744.95456738959,0.0,1.0,1.0
100,19,5110.774610108536,4768.703334231717,5296.890738920694,0.0,11126.974446540675,10407.66534902923,-5488.012431743162,0.0,1.0,1.0
101,19,4768.703334231717,5205.305424566401,5289.700060821973,0.0,11061.274027203603,10058.40339505369,-6208.176056716313,0.0,1.0,1.0
102,19,5205.305424566401,3704.882484936532,5278.450171073788,0.0,11732.127868965685,10483.755595640188,-4953.254758262028,0.0,1.0,1.0
103,19,3704.882484936532,3600.2258263984822,5273.144030817911,0.0,10246.796582826448,8978.026515754442,-4868.995893470488,0.0,1.0,1.0
104,19,3600.2258263984822,4354.9382035058825,5266.135605529426,0.0,9254.243682450002,8866.361431927908,-4742.820454027977,0.0,1.0,1.0
105,19,4354.9382035058825,3237.723852573474,5203.138031838645,0.0,11479.202750033224,9558.076235344528,-5158.85036726217,0.0,1.0,1.0
106,19,3237.723852573474,3426.427030764182,5187.727367855439,0.0,10850.352264086574,8425.451220428913,-5851.328074421843,0.0,1.0,1.0
107,19,3426.427030764182,2778.0490264380114,5187.07380256674,0.0,9849.446548280228,8613.500833330922,-4013.994741387318,0.0,1.0,1.0
108,19,2778.0490264380114,3109.8369264314247,5106.128681623171,0.0,9189.379052297152,7884.177708061183,-4415.038270667394,0.0,1.0,1.0
109,19,3109.8369264314247,1857.4520495294155,0.0,0.0,6585.511811967927,3109.8369264314247,-5333.126935065919,0.0,1.0,1.0
110,19,1857.4520495294155,2217.7679343803466,4995.098533931222,0.0,10103.16503439936,6852.550583460637,-5468.38238531907,0.0,1.0,1.0
111,19,2217.7679343803466,2908.0822397227766,4916.6077485202195,0.0,9208.92709245546,7134.375682900566,-4982.633649277671,0.0,1.0,1.0
112,19,2908.0822397227766,2987.0935207746825,4860.047967959579,0.0,9459.129482453165,7768.130207682356,-4678.092795545492,0.0,1.0,1.0
113,19,2987.0935207746825,3714.2368120403826,4790.368580222748,0.0,8666.552561427565,7777.462100997431,-4603.327272470517,0.0,1.0,1.0
114,19,3714.2368120403826,3728.4860673835083,4763.457451467716,0.0,8699.800823894857,8477.6942635081,-3950.5926277702656,0.0,1.0,1.0
115,19,3728.4860673835083,2071.3963543998307,0.0,0.0,6559.421788932797,3728.4860673835083,-4902.33207594912,0.0,1.0,1.0
116,19,2071.3963543998307,3458.5618851753243,4638.7097975551815,0.0,8069.97773207576,6710.106151955012,-4818.433465296072,0.0,1.0,1.0
117,19,3458.5618851753243,1552.8809543655934,0.0,0.0,6211.523817462376,3458.5618851753243,-4305.842886652646,0.0,1.0,1.0
118,19,1552.8809543655934,1859.8142677184042,4548.646578601182,0.0,8472.487219606068,6101.527532966776,-4230.773954357696,0.0,1.0,1.0
119,19,1859.8142677184042,2701.7499470302573,4510.177772195915,0.0,8555.541498929151,6369.992039914319,-4887.299406045089,0.0,1.0,1.0
120,19,2701.7499470302573,3428.0119013305502,4491.28556504833,0.0,7998.694436437954,7193.035512078587,-4233.670825689917,0.0,1.0,1.0
121,19,3428.0119013305502,2109.114839802063,0.0,0.0,6678.863659373199,3428.0119013305502,-5359.966597844712,0.0,1.0,1.0
122,19,2109.114839802063,3331.87465751361,4427.927663606106,0.0,7774.374200865092,6537.042503408169,-4569.206354970533,0.0,1.0,1.0
123,19,3331.87465751361,2934.1173772657858,4422.5382637598905,0.0,9291.371694674988,7754.412921273501,-4471.076150667273,0.0,1.0,1.0
124,19,2934.1173772657858,1516.5948746765298,0.0,0.0,6066.37949870612,2934.1173772657858,-4648.856996116864,0.0,1.0,1.0
125,19,1516.5948746765298,3092.5319269319316,4402.581004919644,0.0,7215.907829507843,5919.175879596174,-4389.263876843601,0.0,1.0,1.0
126,19,3092.5319269319316,1657.0466689561918,0.0,0.0,5247.314451694608,3092.5319269319316,-3811.829193718868,0.0,1.0,1.0
127,19,1657.0466689561918,2037.908789365344,0.0,0.0,4755.120508519138,1657.0466689561918,-5135.98262892829,0.0,1.0,1.0
128,19,2037.908789365344,3607.9235802727935,4401.9677834985905,0.0,7666.837608079687,6439.876572863935,-4834.884615488546,0.0,1.0,1.0
129,19,3607.9235802727935,3917.72958754136,4426.670055078157,0.0,9141.36903759651,8034.5936353509505,-5024.50498978692,0.0,1.0,1.0
130,19,3917.72958754136,4202.345364402363,4431.718381467144,0.0,8929.983899355026,8349.447969008505,-4782.881294748884,0.0,1.0,1.0
131,19,4202.345364402363,13736.349455615986,4471.383646083501,0.0,0.0,8673.729010485864,-5062.620445130122,0.0,0.0,1.0
132,19,13736.349455615986,6999.791916059301,4481.071371682162,0.0,16332.847804138371,18217.42082729815,-5115.218892899524,0.0,0.0,1.0
133,19,6999.791916059301,16141.73947290674,4525.7647107706825,0.0,0.0,11525.556626829984,-4616.182846076756,0.0,0.0,1.0
134,19,16141.73947290674,7639.4514641823225,4587.216803731568,0.0,17825.386749758756,20728.95627663831,-4735.881937302769,0.0,0.0,1.0
135,19,7639.4514641823225,17470.694493285675,4645.585563648466,0.0,0.0,12285.03702783079,-5185.657465454886,0.0,0.0,1.0
136,19,17470.694493285675,27471.31242403808,4706.987980104032,0.0,0.0,22177.68247338971,-5293.62995064837,0.0,0.0,1.0
137,19,27471.31242403808,11274.612698222401,4729.985009978163,0.0,26307.429629185608,32201.29743401624,-5380.744893391769,0.0,0.0,1.0
138,19,11274.612698222401,5387.569142703194,0.0,0.0,11448.58442824429,11274.612698222401,-5561.540872725083,0.0,1.0,1.0
139,19,5387.569142703194,15371.47647989629,4791.253529984864,0.0,0.0,10178.822672688058,-5192.653807208231,0.0,0.0,1.0
140,19,15371.47647989629,6113.424866832269,4821.418930656032,0.0,19359.17874496885,20192.895410552323,-5279.708201248795,0.0,0.0,1.0
141,19,6113.424866832269,16283.326567848717,4854.360881868902,0.0,0.0,10967.785748701172,-5315.540819147545,0.0,0.0,1.0
142,19,16283.326567848717,9752.367121257164,0.0,0.0,12412.103608872756,16283.326567848717,-5881.1441622812035,0.0,0.0,1.0
143,19,9752.367121257164,19932.10576302621,4907.422559983384,0.0,0.0,14659.789681240549,-5272.316081785662,0.0,0.0,1.0
144,19,19932.10576302621,15040.466612005195,4915.067517939796,0.0,15040.466612005195,24847.173280966006,-5233.759943044384,0.0,0.0,1.0
145,19,15040.466612005195,9138.024994507268,4933.003900824547,0.0,16245.377768012924,19973.470512829743,-5409.93224969045,0.0,0.0,1.0
146,19,9138.024994507268,6299.8805699110435,4940.014377349673,0.0,13387.246211060972,14078.039371856941,-5609.0874091150745,0.0,0.0,1.0
147,19,6299.8805699110435,12151.15012229378,0.0,0.0,0.0,6299.8805699110435,-5851.269552382737,0.0,0.0,1.0
148,19,12151.15012229378,5443.658288122166,4942.692634582807,0.0,17238.251245720192,17093.842756876587,-5588.06677696577,0.0,1.0,1.0
149,19,5443.658288122166,4850.3683765945625,4938.542739178649,0.0,11317.526212053983,10382.201027300815,-5785.693561347731,0.0,1.0,1.0
150,19,4850.3683765945625,4684.511150169243,4937.9944705512635,0.0,9954.586194109643,9788.362847145825,-4850.73449713306,0.0,1.0,1.0
151,19,4684.511150169243,4121.802364719017,4946.850778142494,0.0,10598.920366420329,9631.361928311737,-5089.3608028276085,0.0,1.0,1.0
152,19,4121.802364719017,4363.011097987281,4920.701257427007,0.0,9271.398583222974,9042.503622146023,-4591.906059064231,0.0,1.0,1.0
153,19,4363.011097987281,3449.2820157501646,4895.474458495821,0.0,10922.726383208856,9258.485556483101,-5113.522842475919,0.0,1.0,1.0
